locus_tag	ID	Name	Dbxref	gbkey	gene	description
CCNA_00203	gene218	CCNA_00203	GeneID:7330249	Gene	NA	sterol desaturase family protein;protein_id=YP_002515578.2;
CCNA_00204	gene219	kefB	GeneID:7330250	Gene	kefB	glutathione-regulated potassium-efflux system protein kefB;protein_id=YP_002515579.1;
CCNA_00205	gene220	CCNA_00205	GeneID:7330251	Gene	NA	NAD(P)H-quinone reductase;protein_id=YP_002515580.2;
CCNA_00206	gene222	CCNA_00206	GeneID:7330252	Gene	NA	NA
CCNA_00207	gene223	CCNA_00207	GeneID:7330253	Gene	NA	succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B;protein_id=YP_002515582.1;
CCNA_00208	gene224	CCNA_00208	GeneID:7330254	Gene	NA	type 1 glutamine amidotransferase (GATase1)-like domain protein;protein_id=YP_002515583.1;
CCNA_00209	gene225	CCNA_00209	GeneID:7330255	Gene	NA	undecaprenyl-phosphomannose:protein mannosyltransferase;protein_id=YP_002515584.1;
CCNA_00210	gene226	CCNA_00210	GeneID:7330256	Gene	NA	TonB-dependent receptor;protein_id=YP_002515585.2;
CCNA_00211	gene227	CCNA_00211	GeneID:7330257	Gene	NA	Porphyromonas-type peptidyl-arginine deiminase;protein_id=YP_002515586.2;
CCNA_00212	gene228	CCNA_00212	GeneID:7330258	Gene	NA	N-carbamoylputrescine amidase;protein_id=YP_002515587.1;
CCNA_00213	gene229	CCNA_00213	GeneID:7330259	Gene	NA	ribosomal-protein-alanine acetyltransferase;protein_id=YP_002515588.1;
CCNA_00214	gene230	CCNA_00214	GeneID:7330260	Gene	NA	TonB-dependent receptor;protein_id=YP_002515589.2;
CCNA_00215	gene232	CCNA_00215	GeneID:7330261	Gene	NA	SapC surface layer protein;protein_id=YP_002515590.1;
CCNA_00216	gene233	CCNA_00216	GeneID:7330262	Gene	NA	NA
CCNA_00217	gene234	CCNA_00217	GeneID:7330263	Gene	NA	thiol:disulfide interchange protein DsbD;protein_id=YP_002515592.3;
CCNA_00218	gene235	CCNA_00218	GeneID:7330264	Gene	NA	NA
CCNA_00220	gene236	CCNA_00220	GeneID:7330266	Gene	NA	thiol-disulfide isomerase and thioredoxin;protein_id=YP_002515595.1;
CCNA_00221	gene237	CCNA_00221	GeneID:7330267	Gene	NA	NA
CCNA_00222	gene238	CCNA_00222	GeneID:7330268	Gene	NA	NA
CCNA_00223	gene239	CCNA_00223	GeneID:7330269	Gene	NA	esterase lipase Family protein;protein_id=YP_002515598.1;
CCNA_00224	gene240	CCNA_00224	GeneID:7330270	Gene	NA	TonB-dependent receptor protein;protein_id=YP_002515599.1;
CCNA_00225	gene241	CCNA_00225	GeneID:7330271	Gene	NA	hypothetical protein;protein_id=YP_002515600.2;
CCNA_00226	gene242	CCNA_00226	GeneID:7330272	Gene	NA	hypothetical protein;protein_id=YP_002515601.1;
CCNA_00227	gene243	CCNA_00227	GeneID:7330273	Gene	NA	methyltransferase;protein_id=YP_002515602.1;
CCNA_00228	gene244	CCNA_00228	GeneID:7330274	Gene	NA	putative membrane spanning protein;protein_id=YP_002515603.3;
CCNA_00229	gene245	CCNA_00229	GeneID:7330275	Gene	NA	CAAX amino terminal protease family protein;protein_id=YP_002515604.1;
CCNA_00230	gene246	CCNA_00230	GeneID:7330276	Gene	NA	ribosomal large subunit pseudouridine synthase B;protein_id=YP_002515605.2;
CCNA_00231	gene247	CCNA_00231	GeneID:7330277	Gene	NA	tRNA-specific adenosine deaminase;protein_id=YP_002515606.2;
CCNA_00232	gene248	CCNA_00232	GeneID:7330278	Gene	NA	hypothetical protein;protein_id=YP_002515607.1;
CCNA_00233	gene249	CCNA_00233	GeneID:7330279	Gene	NA	UDP-N-acetylglucosamine 4%2C6-dehydratase;protein_id=YP_002515608.1;
CCNA_00234	gene250	CCNA_00234	GeneID:7330280	Gene	NA	WecE-family cell wall biogenesis enzyme;protein_id=YP_002515609.1;
CCNA_00235	gene251	CCNA_00235	GeneID:7330281	Gene	NA	hypothetical protein;protein_id=YP_002515610.1;
CCNA_00236	gene252	CCNA_00236	GeneID:7330282	Gene	NA	hypothetical protein;protein_id=YP_002515611.1;
CCNA_00237	gene253	chvI	GeneID:7330283	Gene	chvI	two-component response regulator chvI;protein_id=YP_002515612.1;
CCNA_00238	gene254	chvG	GeneID:7330284	Gene	chvG	NA
CCNA_00239	gene255	hprK	GeneID:7330285	Gene	hprK	serine kinase/phosphatase HprK;protein_id=YP_002515614.1;
CCNA_00240	gene256	CCNA_00240	GeneID:7330286	Gene	NA	PTS system%2C IIA component;protein_id=YP_002515615.1;
CCNA_00241	gene257	CCNA_00241	GeneID:7330287	Gene	NA	phosphocarrier protein HPr;protein_id=YP_002515616.1;
CCNA_00243	gene259	CCNA_00243	GeneID:7330289	Gene	NA	hypothetical protein;protein_id=YP_002515618.2;
CCNA_00244	gene260	CCNA_00244	GeneID:7330290	Gene	NA	NA
CCNA_00245	gene261	CCNA_00245	GeneID:7330291	Gene	NA	NA
CCNA_00246	gene262	CCNA_00246	GeneID:7330292	Gene	NA	NA
CCNA_00247	gene263	spdR	GeneID:7330536	Gene	spdR	two-component receiver protein SpdR;protein_id=YP_002515622.1;
CCNA_00248	gene264	CCNA_00248	GeneID:7330700	Gene	NA	sensor histidine protein kinase;protein_id=YP_002515623.1;
CCNA_00249	gene265	CCNA_00249	GeneID:7330701	Gene	NA	SCO1/SenC family protein;protein_id=YP_002515624.1;
CCNA_00250	gene266	CCNA_00250	GeneID:7330702	Gene	NA	NA
CCNA_00251	gene267	CCNA_00251	GeneID:7330703	Gene	NA	zinc metalloprotease;protein_id=YP_002515626.1;
CCNA_00252	gene268	pbpX	GeneID:7330704	Gene	pbpX	NA
CCNA_00253	gene269	CCNA_00253	GeneID:7330705	Gene	NA	aspartate-semialdehyde dehydrogenase;protein_id=YP_002515628.1;
CCNA_00254	gene270	CCNA_00254	GeneID:7330706	Gene	NA	NA
CCNA_00255	gene271	CCNA_00255	GeneID:7330707	Gene	NA	esterase;protein_id=YP_002515630.1;
CCNA_00256	gene272	CCNA_00256	GeneID:7330708	Gene	NA	pyridoxine kinase;protein_id=YP_002515631.1;
CCNA_00257	gene273	CCNA_00257	GeneID:7330709	Gene	NA	adenosylhomocysteinase;protein_id=YP_002515632.1;
CCNA_00259	gene274	CCNA_00259	GeneID:7330711	Gene	NA	hypothetical protein;protein_id=YP_002515634.1;
CCNA_00260	gene275	CCNA_00260	GeneID:7330712	Gene	NA	glutathione S-transferase;protein_id=YP_002515635.2;
CCNA_00261	gene276	CCNA_00261	GeneID:7330713	Gene	NA	ribonucleoside-diphosphate reductase beta chain;protein_id=YP_002515636.1;
CCNA_00262	gene277	CCNA_00262	GeneID:7330714	Gene	NA	ketopantoate reductase panE/ApbA family protein;protein_id=YP_002515637.1;
CCNA_00263	gene278	CCNA_00263	GeneID:7330715	Gene	NA	hypothetical protein;protein_id=YP_002515638.1;
CCNA_00264	gene279	CCNA_00264	GeneID:7330716	Gene	NA	C4-dicarboxylate transport protein;protein_id=YP_002515639.1;
CCNA_00265	gene280	CCNA_00265	GeneID:7330717	Gene	NA	NA
CCNA_00266	gene281	CCNA_00266	GeneID:7330718	Gene	NA	3-ketoacyl-CoA thiolase;protein_id=YP_002515641.1;
CCNA_00267	gene282	CCNA_00267	GeneID:7330719	Gene	NA	NA
CCNA_00268	gene284	dnaX	GeneID:7330721	Gene	dnaX	DNA polymerase III subunit gamma/tau;protein_id=YP_002515643.2;
CCNA_00269	gene285	CCNA_00269	GeneID:7330722	Gene	NA	YbaB/EbfC-family DNA-binding protein;protein_id=YP_002515644.1;
CCNA_00270	gene286	recR	GeneID:7330723	Gene	recR	Recombination protein recR;protein_id=YP_002515645.1;
CCNA_00271	gene287	CCNA_00271	GeneID:7330724	Gene	NA	hypothetical protein;protein_id=YP_002515646.1;
CCNA_00272	gene288	CCNA_00272	GeneID:7330725	Gene	NA	NA
CCNA_00273	gene289	CCNA_00273	GeneID:7330726	Gene	NA	NA
CCNA_00274	gene290	CCNA_00274	GeneID:7330727	Gene	NA	hypothetical protein;protein_id=YP_002515649.1;
CCNA_00275	gene291	CCNA_00275	GeneID:7330728	Gene	NA	NA
CCNA_00276	gene292	CCNA_00276	GeneID:7330729	Gene	NA	hypothetical protein;protein_id=YP_002515651.1;
CCNA_00277	gene293	CCNA_00277	GeneID:7330730	Gene	NA	NA
CCNA_00278	gene294	CCNA_00278	GeneID:7330731	Gene	NA	NA
CCNA_00279	gene295	CCNA_00279	GeneID:7330732	Gene	NA	NAD(P)H-quinone reductase;protein_id=YP_002515654.1;
CCNA_00280	gene296	CCNA_00280	GeneID:7330733	Gene	NA	NA
CCNA_00281	gene297	CCNA_00281	GeneID:7330734	Gene	NA	methionyl-tRNA formyltransferase;protein_id=YP_002515656.1;
CCNA_00282	gene298	CCNA_00282	GeneID:7330735	Gene	NA	conserved cell surface protein;protein_id=YP_002515657.1;
CCNA_00283	gene299	CCNA_00283	GeneID:7330736	Gene	NA	NA
CCNA_00284	gene300	CCNA_00284	GeneID:7330737	Gene	NA	pyrimidine 5-nucleotidase family protein;protein_id=YP_002515659.1;
CCNA_02447	PspA/IM30 family regulatory protein;protein_id=YP_002517820.1;
CCNA_01777	hybrid sensor histidine kinase/receiver domain protein;protein_id=YP_002517150.2;
CCNA_02059	ribosomal large subunit pseudouridine synthase C;protein_id=YP_002517432.1;
CCNA_00414	type 1 glutamine amidotransferase (GATase1) domain protein;protein_id=YP_002515789.1;
CCNA_02739	transposase;protein_id=YP_002518112.1;
CCNA_00289	hypothetical protein;protein_id=YP_002515664.2;
CCNA_00812	hypothetical protein;protein_id=YP_002516185.2;
CCNA_01701	xylose isomerase family protein;protein_id=YP_002517074.1;
CCNA_02633	membrane-bound glycosyl hydrolase;protein_id=YP_002518006.1;
CCNA_02862	phage host specificity protein;protein_id=YP_002518235.1;
CCNA_00058	hypothetical protein;protein_id=YP_002515433.1;
CCNA_03744	dTDP-glucose 4%2C6-dehydratase;protein_id=YP_002519117.1;
CCNA_00365	ornithine decarboxylase;protein_id=YP_002515740.1;
CCNA_01297	23S rRNA Gm2251 methyltransferase;protein_id=YP_002516670.1;
CCNA_00833	NAD(P)H:quinone oxidoreductase;protein_id=YP_002516206.1;
CCNA_00410	acetyltransferase;protein_id=YP_002515785.1;
CCNA_00283	2%2C3%2C4%2C5-tetrahydropyridine-2-carboxylate N-succinyltransferase;protein_id=YP_002515658.1;
CCNA_03009	nicotinate-nucleotide pyrophosphorylase;protein_id=YP_002518382.1;
CCNA_02278	hypothetical protein;protein_id=YP_002517651.1;
CCNA_03352	YebC/PmpR transcriptional regulator;protein_id=YP_002518724.1;
CCNA_01999	translation elongation factor Ts (EF-Ts);protein_id=YP_002517372.1;
CCNA_00759	TonB-dependent receptor;protein_id=YP_002516132.1;
CCNA_00398	hypothetical protein;protein_id=YP_002515773.2;
CCNA_03362	ECF-family RNA polymerase sigma factor;protein_id=YP_002518735.2;
CCNA_00005	DNA polymerase III%2C epsilon chain;protein_id=YP_002515380.1;
CCNA_00763	electron transfer flavoprotein alpha subunit;protein_id=YP_002516136.1;
CCNA_03433	hypothetical protein;protein_id=YP_002518806.1;
CCNA_00843	endo-beta-mannanase;protein_id=YP_002516216.1;
CCNA_01699	LacI-family transcriptional regulator;protein_id=YP_002517072.1;
CCNA_03529	polyphosphate kinase 2;protein_id=YP_002518902.1;
CCNA_01383	hypothetical protein;protein_id=YP_002516756.1;
CCNA_00321	LSU ribosomal protein L21P;protein_id=YP_002515696.1;
CCNA_00563	SNARE-associated family membrane protein;protein_id=YP_002515936.1;
CCNA_01235	AcrR-family transcriptional regulator;protein_id=YP_002516608.1;
CCNA_01642	gluconate 5-dehydrogenase;protein_id=YP_002517015.1;
CCNA_02830	MPN domain protein;protein_id=YP_002518203.1;
CCNA_02272	hypothetical protein;protein_id=YP_002517645.1;
CCNA_03030	cytochrome c2;protein_id=YP_002518403.1;
CCNA_00464	Undecaprenyl-phosphate sugar phosphotransferase-related protein;protein_id=YP_002515837.1;
CCNA_02896	tryptophan halogenase;protein_id=YP_002518269.1;
CCNA_01854	GntR-family transcriptional regulator;protein_id=YP_002517227.1;
CCNA_00815	lignostilbene-alpha%2Cbeta-dioxygenase;protein_id=YP_002516188.1;
CCNA_01515	C4-dicarboxylate transporter large subunit;protein_id=YP_002516888.1;
CCNA_02420	TonB accessory protein exbD;protein_id=YP_002517793.1;
CCNA_00191	N-acetylglutamate synthase domain protein;protein_id=YP_002515566.1;
CCNA_02221	methionine synthase I metH;protein_id=YP_002517594.1;
CCNA_00623	PAS-family sensor histidine kinase;protein_id=YP_002515996.1;
CCNA_01136	hypothetical protein;protein_id=YP_002516509.1;
CCNA_03188	epoxide hydrolase;protein_id=YP_002518561.1;
CCNA_03192	carboxymuconolactone decarboxylase family protein;protein_id=YP_002518565.1;
CCNA_01869	TonB-dependent receptor;protein_id=YP_002517242.1;
CCNA_01089	hypothetical protein;protein_id=YP_002516462.1;
CCNA_01408	phosphohydrolase%2C MutT/nudix family;protein_id=YP_002516781.1;
CCNA_02425	non-essential pilus assembly protein;protein_id=YP_002517798.1;
CCNA_01164	O-linked N-acetylglucosamine transferase;protein_id=YP_002516537.1;
CCNA_02808	hypothetical protein;protein_id=YP_002518181.3;
CCNA_03479	MarR-family transcriptional regulator;protein_id=YP_002518852.1;
CCNA_00014	molybdenum cofactor biosynthesis protein C;protein_id=YP_002515389.1;
CCNA_01653	cyclophilin-type peptidylprolyl cis-trans isomerase;protein_id=YP_002517026.1;
CCNA_01947	thioredoxin peroxidase;protein_id=YP_002517320.1;
CCNA_02263	glcG-family protein;protein_id=YP_002517636.1;
CCNA_03204	alanine racemase;protein_id=YP_002518577.1;
CCNA_03713	RNA polymerase sigma-54 factor rpoN;protein_id=YP_002519086.1;
CCNA_00280	tRNA pseudouridine synthase A;protein_id=YP_002515655.1;
CCNA_00726	acyl-CoA dehydrogenase;protein_id=YP_002516099.1;
CCNA_02466	UDP-glucose 4-epimerase;protein_id=YP_002517839.1;
CCNA_02068	Mth938-like membrane protein;protein_id=YP_002517441.1;
CCNA_01155	TonB-dependent outer membrane receptor;protein_id=YP_002516528.2;
CCNA_02615	homogentisate 1%2C2-dioxygenase;protein_id=YP_002517988.1;
CCNA_01726	EngA-subfamily GTPase protein;protein_id=YP_002517099.1;
CCNA_00672	hypothetical protein;protein_id=YP_002516045.1;
CCNA_03937	hypothetical protein;protein_id=YP_009020509.1;
CCNA_03235	spermidine/putrescine transport ATP-binding protein potA;protein_id=YP_002518608.1;
CCNA_02144	flagella basal body P ring formation protein flgA;protein_id=YP_002517517.1;
CCNA_00301	phosphotransferase family protein;protein_id=YP_002515676.1;
CCNA_02251	methylglutaconyl-CoA hydratase;protein_id=YP_002517624.1;
CCNA_03339	TolA protein;protein_id=YP_002518711.1;
CCNA_03953	hypothetical protein;protein_id=YP_009020525.1;
CCNA_00969	two component sensor histidine kinase;protein_id=YP_002516342.1;
CCNA_03534	4-hydroxybenzoate polyprenyltransferase;protein_id=YP_002518907.2;
CCNA_02503	type IV secretory pathway%2C VirB9 channel protein;protein_id=YP_002517876.1;
CCNA_02185	acetolactate synthase large subunit;protein_id=YP_002517558.1;
CCNA_01569	Helix-turn-helix DNA-binding protein;protein_id=YP_002516942.1;
CCNA_01636	alkaline phosphatase;protein_id=YP_002517009.1;
CCNA_02461	hypothetical protein;protein_id=YP_002517834.2;
CCNA_01294	transposase;protein_id=YP_002516667.1;
CCNA_01446	LL-diaminopimelate aminotransferase;protein_id=YP_002516819.1;
CCNA_00351	primosomal protein N;protein_id=YP_002515726.1;
CCNA_00285	gene301	CCNA_00285	GeneID:7330738	Gene	NA	acetylglutamate kinase;protein_id=YP_002515660.1;
CCNA_00286	gene302	lovR	GeneID:7330739	Gene	lovR	two-component receiver domain protein LovR;protein_id=YP_002515661.1;
CCNA_00287	gene303	lovK	GeneID:7330740	Gene	lovK	NA
CCNA_00288	gene304	CCNA_00288	GeneID:7330741	Gene	NA	NA
CCNA_00289	gene305	CCNA_00289	GeneID:7330742	Gene	NA	NA
CCNA_00290	gene306	CCNA_00290	GeneID:7330743	Gene	NA	NA
CCNA_00291	gene307	phoR	GeneID:7330744	Gene	phoR	phosphate regulon sensor protein phoR;protein_id=YP_002515666.1;
CCNA_00292	gene308	pstC	GeneID:7330745	Gene	pstC	phosphate transport system permease protein pstC;protein_id=YP_002515667.1;
CCNA_00293	gene309	pstA	GeneID:7330746	Gene	pstA	phosphate transport system permease protein pstA;protein_id=YP_002515668.1;
CCNA_00294	gene310	pstB	GeneID:7330747	Gene	pstB	phosphate transport ATP-binding protein pstB;protein_id=YP_002515669.2;
CCNA_00295	gene311	phoU	GeneID:7330748	Gene	phoU	phosphate transport system protein phoU;protein_id=YP_002515670.1;
CCNA_00296	gene312	phoB	GeneID:7330749	Gene	phoB	phosphate regulon response regulator PhoB;protein_id=YP_002515671.1;
CCNA_00297	gene313	phoB	GeneID:7330750	Gene	phoB	two-component response regulator;protein_id=YP_002515672.1;
CCNA_00298	gene314	CCNA_00298	GeneID:7330751	Gene	NA	NA
CCNA_00299	gene315	CCNA_00299	GeneID:7330752	Gene	NA	phosphoribosylamine--glycine ligase;protein_id=YP_002515674.1;
CCNA_00300	gene316	CCNA_00300	GeneID:7330753	Gene	NA	NA
CCNA_00301	gene317	CCNA_00301	GeneID:7330754	Gene	NA	NA
CCNA_00302	gene318	CCNA_00302	GeneID:7330755	Gene	NA	NA
CCNA_00303	gene319	lpxK	GeneID:7330756	Gene	lpxK	NA
CCNA_00304	gene320	lpxK	GeneID:7330757	Gene	lpxK	NA
CCNA_00305	gene321	czcD	GeneID:7330758	Gene	czcD	cobalt-zinc-cadmium resistance protein czcD;protein_id=YP_002515680.1;
CCNA_00306	gene322	CCNA_00306	GeneID:7330759	Gene	NA	lysophospholipid acyltransferase;protein_id=YP_002515681.1;
CCNA_00307	gene323	CCNA_00307	GeneID:7330760	Gene	NA	phospholipid-lipopolysaccharide ABC transporter;protein_id=YP_002515682.1;
CCNA_00308	gene324	ctpA	GeneID:7330761	Gene	ctpA	protein tyrosine phosphatase CtpA;protein_id=YP_002515683.1;
CCNA_00309	gene326	CCNA_00309	GeneID:7330762	Gene	NA	hypothetical protein;protein_id=YP_002515684.1;
CCNA_00310	gene327	CCNA_00310	GeneID:7330763	Gene	NA	3-phosphoadenosine-5-phosphosulfate (PAPS) 3-phosphatase family protein;protein_id=YP_002515685.1;
CCNA_01473	E1-E2 cation pump ATPase fixI;protein_id=YP_002516846.1;
CCNA_03848	ATP-grasp domain protein;protein_id=YP_002519221.2;
CCNA_00066	Rieske (2Fe-2S) domain protein;protein_id=YP_002515441.1;
CCNA_00405	short chain dehydrogenase;protein_id=YP_002515780.1;
CCNA_00123	3-hydroxyacyl CoA dehydrogenase;protein_id=YP_002515498.1;
CCNA_00669	glycosyltransferase family 99 protein WbsX;protein_id=YP_002516042.1;
CCNA_02392	SnoaL-like domain protein;protein_id=YP_002517765.1;
CCNA_00678	LSU ribosomal protein L11P;protein_id=YP_002516051.1;
CCNA_02687	serine-pyruvate aminotransferase;protein_id=YP_002518060.1;
CCNA_01650	copper/zinc superoxide dismutase;protein_id=YP_002517023.1;
CCNA_03446	feruloyl-CoA synthetase;protein_id=YP_002518819.1;
CCNA_01380	pole-organizing protein popZ;protein_id=YP_002516753.1;
CCNA_03495	D-beta-hydroxybutyrate dehydrogenase;protein_id=YP_002518868.1;
CCNA_03468	methyl-accepting chemotaxis protein;protein_id=YP_002518841.1;
CCNA_03202	lipid A 3-O-deacylase PagL;protein_id=YP_002518575.1;
CCNA_00630	chemotaxis histidine kinase protein cheAII;protein_id=YP_002516003.1;
CCNA_01837	transposase%2C IS30 family;protein_id=YP_002517210.1;
CCNA_01598	pyridine nucleotide-disulfide oxidoreductase;protein_id=YP_002516971.1;
CCNA_02097	periplasmic glucan glucosyltransferase;protein_id=YP_002517470.1;
CCNA_03387	aspartate racemase;protein_id=YP_002518760.2;
CCNA_01301	NAD-dependent formate dehydrogenase alpha subunit;protein_id=YP_002516674.1;
CCNA_01442	N-acetyl-gamma-glutamyl-phosphate reductase;protein_id=YP_002516815.1;
CCNA_01389	acetyltransferase;protein_id=YP_002516762.1;
CCNA_00245	pterin-4-alpha-carbinolamine dehydratase;protein_id=YP_002515620.1;
CCNA_00134	surface protein;protein_id=YP_002515509.1;
CCNA_02743	TonB dependent receptor;protein_id=YP_002518116.1;
CCNA_03767	SSU ribosomal protein S16P;protein_id=YP_002519140.1;
CCNA_02091	hypothetical protein;protein_id=YP_002517464.2;
CCNA_00651	nitrite reductase (NAD(P)H) catalytic subunit;protein_id=YP_002516024.1;
CCNA_02753	aminoacyl peptidase;protein_id=YP_002518126.1;
CCNA_01403	glycyl-tRNA synthetase alpha chain;protein_id=YP_002516776.1;
CCNA_01849	quinol cytochrome oxidase polypeptide III;protein_id=YP_002517222.1;
CCNA_01077	penicillin acylase;protein_id=YP_002516450.1;
CCNA_00302	imidazolonepropionase-related amidohydrolase;protein_id=YP_002515677.1;
CCNA_01249	ABC-transporter substrate binding protein;protein_id=YP_002516622.1;
CCNA_02255	lysozyme-family localization factor spmX;protein_id=YP_002517628.1;
CCNA_02333	lipid A biosynthesis lauroyl acyltransferase;protein_id=YP_002517706.1;
CCNA_01740	SSU ribosomal protein S18P;protein_id=YP_002517113.1;
CCNA_02370	TonB-dependent maltose outer membrane transporter malA;protein_id=YP_002517743.1;
CCNA_00458	PTS system%2C N-acetylglucosamine-specific IIBC component;protein_id=YP_002515833.1;
CCNA_03272	two-component sensor histidine kinase;protein_id=YP_002518645.1;
CCNA_02981	AsnC-family transcriptional regulator;protein_id=YP_002518354.2;
CCNA_01975	anthranilate phosphoribosyltransferase;protein_id=YP_002517348.1;
CCNA_03739	very short patch repair endonuclease;protein_id=YP_002519112.1;
CCNA_01895	transporter%2C major facilitator superfamily;protein_id=YP_002517268.1;
CCNA_03389	ABC transporter ATP-binding cassette domain protein;protein_id=YP_002518762.1;
CCNA_02629	UDP-N-acetylmuramate--alanine ligase;protein_id=YP_002518002.1;
CCNA_02888	nitrilotriacetate monooxygenase;protein_id=YP_002518261.1;
CCNA_03270	AsnC-family transcriptional regulator;protein_id=YP_002518644.2;
CCNA_01932	1-acyl-sn-glycerol-3-phosphate acyltransferase;protein_id=YP_002517305.1;
CCNA_01017	acyl-CoA synthetase;protein_id=YP_002516390.1;
CCNA_01161	proton/sodium-glutamate symport protein;protein_id=YP_002516534.1;
CCNA_02839	glutamate-ammonia-ligase adenylyltransferase;protein_id=YP_002518212.2;
CCNA_00175	type II secretion pathway protein G;protein_id=YP_002515550.1;
CCNA_03336	Tol system periplasmic component YbgF;protein_id=YP_002518708.1;
CCNA_03021	hypothetical protein;protein_id=YP_002518394.3;
CCNA_03435	peptidoglycan binding domain/FecR protein;protein_id=YP_002518808.3;
CCNA_02023	NADH-quinone oxidoreductase chain G;protein_id=YP_002517396.1;
CCNA_01337	GMC family oxidoreductase;protein_id=YP_002516710.1;
CCNA_01848	quinol cytochrome oxidase polypeptide IV;protein_id=YP_002517221.1;
CCNA_R0039	tRNA-Arg
CCNA_03276	glycerophosphoryl diester phosphodiesterase;protein_id=YP_002518648.1;
CCNA_02479	aryl-alcohol dehydrogenase;protein_id=YP_002517852.1;
CCNA_02883	flavin containing amine oxidoreductase;protein_id=YP_002518256.1;
CCNA_03056	limonene-1%2C2-epoxide hydrolase;protein_id=YP_002518429.1;
CCNA_00976	signal peptide peptidase A;protein_id=YP_002516349.3;
